"","RD12951DM","RD12952DM","RD12953DM","RD12954DM","RD12955DM","RD12956DM","RD12957DM","RD12958DM","RD12959DM","RD12960DM","RD12961DM","RD12962DM","RD12963DM","RD12964DM","RD12965DM","RD12966DM","RD12967DM","RD12968DM","RD12969DM","RD12970DM","RD12971DM","RD12972DM","RD12973DM","RD12974DM","RD12975DM","RD12976DM","RD12977DM","RD12978DM","RD12979DM","RD12980DM","RD12981DM","RD12982DM","RD12983DM","RD12984DM","RD12985DM","RD12986DM","RD12987DM","RD12988DM","RD12989DM","RD12990DM","RD12991DM","RD12992DM","RD12993DM","RD12994DM","RD12995DM","RD12996DM","RD12997DM","RD12998DM","RD12999DM","RD13000DM","RD13001DM","RD13002DM","RD13003DM","RD13004DM","RD13005DM","RD13006DM","RD13007DM","RD13008DM","RD13009DM","RD13010DM","RD13011DM","RD13012DM","RD13013DM","RD13014DM","RD13015DM","RD13016DM","RD13017DM","RD13018DM","RD13019DM","RD13020DM","RD13021DM","RD13022DM","RD13023DM","RD13024DM","RD13025DM","RD13026DM","RD13027DM","RD13028DM","RD13029DM","RD13030DM","RD13031DM","RD13032DM","RD13033DM","RD13034DM","RD13035DM","RD13036DM","RD13037DM","RD13038DM","RD13039DM","RD13040DM","RD13041DM","RD13042DM"
Abr20,125224.5745427,21858.603397,13003.5993,20623.15667867,21.97832944,1787.20388,13606.03072,40.7266152,0,498.480359,16719.2279,0,2161.7764284,13789.43977037,0,295.9537879,20818.39737672,0,0,0,0,2115.40041336,325.2838468,380.03629456,136.6074,327.655734,897.771784,5024199.77479606,102718.6074,109623.71195017,438380.558977217,376595.928904288,1386607.454583,127867.211,18104.74723108,0,0,1950989.6323069,0,94499.9629984,7664.195,14386.90329,2570.617516,116053.952789,278136.29085,84972.6172542002,25680.3646977098,104.5278813116,6522.9999305024,5054.5384913037,1651.8423172903,594.6585026564,1324.4807572736,0,1681.1163337252,21003.8501191271,1432.3456676489,4133.120143266,6796.0137868994,6.7460276449,0,8986.0125978409,4261.60311247,930.828,1269.7393336,182.62375407,0,378.038747,501.3054938,0,179.847015,0,0,819.220769,0,0,0,0,15944.55187568,4163.227649,1953.051307,1723.32435148,0,533.765486,515.1481255,0,1534.373932,3847.7751,0,1673.8859247,0,0
May20,128407.176880351,67.7163564,21095.986572,30132.58459397,36.3954016,1676.1051457,18858.9815686,51.485186,0,1717.542883,13652.16316027,0,2069.3261551,15374.430843921,82.57917095,245.5891893,23346.29065354,1217.5114,1217.5114,0,0,2389.46206466,113.321558,714.36830356,174.37784,315.425574,959.9687891,3926612.81096812,1361.20504,77510.5782290877,372234.09629805,311828.299392002,1144810.804068,154240.19833,23060.3603076,36085.557643,0,1510135.170863,0,71069.8216085,47315.3860248783,15838.6943,9873.844,132608.711864,18640.083,116151.734900431,19128.8505276272,71.8364115616,11506.9258451868,4235.1607388951,1333.7766229047,7297.0572539823,2010.8498390515,0,5190.9376370754,18644.7676383952,798.2968516509,24043.19648564,7038.5577912768,4132.3976638728,0,10719.1235933106,8667.74709723,1979.164952,1411.5152335,211.815912,0,312.276905,818.84603584,0,527.800825,431.35439034,0,2288.4455949,686.52724865,0,0,0,28814.91033517,505.1393124,2268.9185413,3202.9277146,0,401.948051,752.5625908,0,5854.330421,4931.12901913,0,8256.9595247,2640.99516024,0
Jun20,180792.489479153,34736.3198599,24276.49717,34317.92752455,25.89784046,1910.2053,22121.22226,104.8056296,0,3115.5474098,15507.70371161,0,3209.48668816,14325.27647242,3755.95868556,304.2432,23081.397727093,1460.8656025,1460.8656025,393740.76966,393740.76966,2772.85763642,281.427346,820.43256575,26.3028,345.6144384,849.033417,5877891.21800005,68439.46704,98637.1016038142,703182.069835124,752778.880333209,1698773.874476,170598.2796,22648.3164648,39004.3656975,0,1590285.008404,0,85308.7313676,79291.8,14788.83432,82678.172992,115844.674176,355631.64169,264964.523291719,42011.5041341833,11653.6425036281,10450.8037547389,17171.6736934939,2348.5891193052,9291.0677807789,6825.9624645383,0,8429.4146109533,45474.9268277171,1396.4566725153,50606.6138220395,6962.0407820916,41267.9428732981,0,11073.8842524371,20663.977445346,2175.9172082,1741.377377,362.0904964,0,378.983329,1089.27524074,0,746.652488,2565.321507046,0,4695.81616126,6908.5436377,0,0,0,119173.698063883,53854.7254785,2308.9106416,2800.65948926,0,454.738511,1032.6194892,0,8180.647772,15115.591950563,0,19325.6067969,16100.19793486,0
Jul20,198796.475852969,41426.12563676,29451.018926,198796.475852969,37.6764991,2279.829776,27056.0585193,156.8844688,0,4193.42195,15535.23291128,9.24527,3338.800672,13996.135672724,3994.31730931,295.5315296,22558.895231595,2158.075296,2158.075296,775845.850435,775845.850435,3174.18899722,533.879424,732.714756,80.2536,385.2955107,951.1418014,5819708.67828727,64011.0192,102509.253914546,762889.840310958,468488.093098207,1767486.636999,283932.44012,14343.727905016,11380.39683,0,1690542.638826,0,99138.4491876,106059.383,15699.05120566,82609.33656528,163678.648525,186096.8656,226911.871356499,46597.9288105853,12368.8486018337,4880.9352361183,6937.0702821086,3376.3297227817,9361.136683026,3168.0900027111,0,9541.0137777458,39842.3153624383,1847.580370782,17754.48512879,6285.3665497814,53560.0692134107,10.9151974126,11379.7864169738,20292.04386025,1893.2508701,931.9340656,142.6118359,0,337.152376,1385.7962103,0,983.720833,3117.26045146,0,3049.9483595,8450.36885839,0,0,0,112919.77478277,38298.90570404,1250.1432202,4770.6618686,0,416.64851,1295.8763617,0,10118.45264,17698.75923466,0,18146.94979761,20923.37744596,0
Ago20,193852.279298338,38750.6510775,29439.176816,36541.68991917,8.3711512,1929.63396,25679.2857314,170.02838719,0,3734.289632,15620.64648162,2.7425566,3606.68826752,13460.425922875,3146.33189795,184.401852,21577.915645313,1895.479252,1895.479252,1002064.180748,1002064.180748,2991.01519892,272.0896512,951.43048662,101.78,396.5036706,835.9888693,6967450.78593178,53546.1708,125226.057985457,1185103.89214717,826590.957614791,1821024.870796,314675.68345,9268.16624882,28243.7933802,0,1898799.965557,0,106666.8425762,91716.667,13621.94314,91853.32131,208243.18109614,191302.53583,265290.352957326,47772.7611057065,13627.1633555353,8772.4702842885,17064.9929013722,4076.9184902136,9409.4568473659,3069.4680049823,0,10575.3033168129,35304.3873124129,1628.5928579993,47310.7915409818,7059.3711673228,49174.5406922149,0,10444.1350801168,21887.360107584,1791.941188,1807.2904756,266.43951586,0,371.949120964,1254.7713469,0,1083.800236,2723.15904646,0,5378.29736025,7209.71181755,0,0,0,133893.148205766,61226.2190634,2696.0556212,1051.22918869,0,474.284429136,1303.5916428,0,12020.36247,16852.45775269,0,19920.76448107,18348.18355678,0
Sep20,171788.552420429,31812.2379672,25204.54994,32895.83481232,43.54863193,2013.1369368,24953.0663608,180.3558979,0,3514.4454758,14766.21313645,0.3058102,3158.6293079,13758.854844265,3867.72422215,160.2824952,15459.366581514,2219.5896,2219.5896,1025330.74389,1025330.74389,2808.8243763,34.1139744,875.2186366,103.5072,376.681833,770.604016,7160073.24462635,42364.68228,104184.18278684,1190564.83873869,823669.820399088,1881639.615481,310662.83912,32933.066528576,15997.43622,0,2082845.535031,0,80626.9344337,114089.49999998,13059.5795,95779.384504,196431.789182672,172611.0404208,292208.35137238,53281.1796890202,5876.4152142331,8282.040084829,4392.0748108506,5604.9708139678,9617.2936860346,35626.7315297194,0,11586.6575184461,34336.1308116585,1654.7341441446,51542.733595886,6770.0010482205,56588.7293515655,14.7020321796,7033.9570416249,23697.288332458,2842.8309008,835.4444619,501.09635192,0,332.455558178,1569.7921244,0,1636.420793,2544.56586995,0,4958.71082705,8475.97144526,0,0,0,133520.43730937,52079.17419006,972.4318097,5789.21053841,0,440.2627352,1430.5770396,0,15914.685084,14502.65632335,0,21289.65209553,21101.78749352,0
Oct20,207033.573228061,43261.9617019,30065.42529,34851.3803875,28.15560966,1673.359996,24173.441534,209.1098904,0,4871.1106346,22504.44922045,8.1231009,3444.08647893,15254.918775658,4944.77953604,254.0442436,21489.226828423,2156.1829,2156.1829,1092971.63116,1092971.63116,2857.0969464,212.5107945,863.0888138,172.2474,358.6451806,730.1443101,7585615.12031,41799.69846,143616.44498724,1126154.73925721,781849.992834871,1789393.79178,336479.86435,28298.15691473,25506.743184,0,2482816.35154964,0,105155.4523514,134535.357233022,17297.0846863905,97658.140568,221188.4894825,242151.432671,289039.588540944,69328.0088196555,17860.1194815398,8324.2562757423,4454.2250855766,4390.9213337029,9883.3724433379,7733.2048612173,0,12746.645159538,46291.4005015184,1827.8992743302,36920.6048583172,7182.6349563272,52694.0665989737,22.2228620059,9380.0060291612,22504.2156728,2546.0435479,2194.0035982,630.98011215,0,312.54627586,1344.6623733,0,1502.467765,2969.45958089,0,3982.9267881,7021.1256314,0,0,0,142180.55675682,60321.5790781,3163.632091,3925.65638354,0,480.87551832,1299.7051341,0,16975.84418,16685.89456432,0,22021.39981529,17305.96999215,0
Nov20,206386.70206611,39364.55361516,33156.870978,32661.74790606,37.39333878,1906.635199,24144.6368273,211.41703456,0,4594.60427,26747.75782017,8.428302,3594.42631086,14429.572710952,4421.19072792,243.9046086,20863.562416748,2096.955456,2096.955456,1185831.84108,1185831.84108,2971.12721432,298.981968,797.13029176,161.087696,384.9862812,810.2667178,8209462.07587886,53109.5296,123932.29085041,1395202.64455258,753480.54777281,1794312.878932,403655.064299,33244.073316233,26247.783,0,2712350.81605067,0,111882.1824468,105637.125155617,15950.27777974,110459.895348,284559.223511636,278751.217263365,294495.64466597,50839.830451206,5583.7936451306,11192.9373751271,19800.2270432642,4741.5020247399,10016.2905262391,11858.6538195005,0,14023.3006807963,46774.313201915,1960.6073284164,46890.6862254291,6443.5604692767,54860.0310216545,21.7506389637,9488.1602143109,23814.97519824,2379.793198,2069.6968523,562.64575486,0,328.014836,1295.644075,0,2408.115856,2650.30225879,0,4928.48423123,7192.27813606,0,0,0,137210.08805915,55520.73297738,2707.6269736,4922.42724792,0,481.305729,1458.146236,0,15217.122846,15844.1469569,0,23123.49454538,17935.08454697,0
Dic20,221979.621960154,42044.04715155,33763.403725,38407.77595052,39.40311076,2561.12052,24787.0358636,229.15540932,0,4230.0607872,29445.14709263,8.8991935,3419.8528771,15426.665535254,3715.010372,96.7427491,23805.30162262,2463.501408,2463.501408,980128.634895,980128.634895,2984.9774614,57.5612288,743.922326,154.073268,386.4038805,1034.3739371,8548185.74708673,85998.53032,182502.40301385,1287326.25695343,854475.803068298,2012545.118005,390976.07394,18021.556094189,49322.25555,0,2728572.31722674,0,102100.421025,125055.319999963,14076.30936,97483.34173,283375.070339855,309746.319460405,317681.641736391,57385.5103362354,18694.1883537911,7669.6573720744,21345.7313255438,5634.1712978628,9720.2631961373,12137.9861149688,0,11535.8500064653,54350.3334866861,2231.6841817089,42631.6679268987,8063.6131623276,54958.6976286944,575.623699894,10746.6636471024,24518.54752716,2404.4178141,2611.8459495,448.20571916,0,311.501124,1417.5953363,0,2803.532742,3236.29899304,0,4259.19271411,6910.07444355,115.8826914,0,0,155519.6860566,66730.9088935,3139.0994012,5192.45900254,0,473.306283,1688.7910225,0,17749.938238,21134.66356544,0,22019.10432654,17270.50904668,120.9062772
Ene21,176401.514024508,38289.98564743,20314.764205,34399.7427222,24.7935104,1928.20544,21376.4660104,232.71514014,0,4279.8730825,15851.69890702,2.6973245,3265.53768149,13678.888247288,3221.42822975,229.5039474,19305.21392899,2100.798076,2100.798076,1129003.035602,1129003.035602,2727.35980746,275.810274,751.8530564,81.881206,394.5772188,748.5297836,7470016.63137827,73766.31598,93324.60764595,1316759.47313592,746032.378185672,1661736.512364,350439.42978,2722.75734,35816.1885,0,2473186.5665692,0,98324.2823696,96207.2629999658,12225.16884,87838.632706,252552.195981971,162175.50718,275910.427559879,53984.8560058056,7536.0567314964,7571.5780223497,18283.8481916057,4608.6633930514,8826.7051768312,10996.1839498349,0,12331.5101320057,49522.7152852401,1719.4972582443,36839.9804732265,6852.0831737341,47703.6297764469,21.0789481279,9112.0410418784,20831.81724871,1824.785204,1924.2580728,508.31082336,0,206.666658,1347.3790331,0,1298.775861,3030.22274362,0,4620.00657056,6071.41228227,0,0,0,121577.96037296,41529.79396606,2885.7469921,3468.2514896,0,272.966914,1500.2009486,0,13940.839826,19883.36221312,0,22349.35390731,15747.44411617,0
Feb21,170988.990950702,38921.49039349,19865.257194,30724.393537,32.08529532,1717.99654,19724.4285153,236.76436977,0,3975.2816583,18217.39355727,6.9606048,2729.88982424,12427.093561684,4021.05229648,184.6496988,18204.253904248,1949.296142,1949.296142,888449.893034,888449.893034,2476.16250371,221.122233,646.5508616,99.579168,323.6356604,701.5216542,6943286.57961697,101329.58474,66470.84886911,1121814.55585394,803966.726038132,1262972.57956,340714.564968,38811.36330669,33420.90512,0,2458989.48865767,0,98575.8303969,77255.2399999646,8809.07754,118163.711702,248613.432704572,154716.45104,260125.397092227,47443.3427576149,9782.1740359967,5045.5478151668,17864.1957615727,3430.5437681334,7947.9939649665,17010.0420987534,0,9174.5799762286,44617.2015679136,1773.5319028322,34887.4844809225,5220.2865267089,48944.8219015329,19.671810092,6963.9787237915,21340.816038,2291.3464518,1608.2088763,375.09783282,0,297.3857157,1323.60743441,0,1707.3561326,3147.80230455,0,4421.01388351,6168.99740631,0,0,0,133222.53971856,55015.83690681,2109.2414629,4794.29010495,0,432.6344073,1373.2191717,0,14440.7390918,19931.91582077,0,19229.02133716,15895.64141517,0
Mar21,182755.575285741,33813.7799896,24221.653644,37950.468415,40.21558151,2144.487744,20186.6199514,203.84803971,0,4363.489263,18199.69237785,8.629488,2942.02916048,14421.860077374,4226.05635181,106.9929026,19925.752299407,2384.5168,2384.5168,814677.65877,814677.65877,2905.64059602,320.9095422,753.60971168,91.081001,357.3343233,917.18367,8202330.35882947,116881.8776,119556.46512384,1588361.06742937,817066.298426284,1534622.684424,341610.40877,37495.99341261,14101.71,0,2741339.51121174,0,84498.3852137,132004.974999964,14984.96706,126496.64651,348374.938347971,177243.8703,265916.957266337,42803.1550887716,9287.7484733136,7659.6309234967,16904.6776988353,3203.6011896831,7515.7614385396,9648.5425975265,0,10283.1897573346,44342.0851548389,1892.5997653,36729.1831212217,8234.1608408801,59124.3606238573,372.0217283244,7910.2388644133,21486.68758052,1638.9528642,1904.8928035,341.96847089,0,285.1724303,1265.6467764,0,1744.772468,3687.48760459,0,4135.45223614,6371.2648264,111.0771001,0,0,133957.4910077,48691.9169911,3101.5594941,4797.47074936,0,394.1253663,1411.7226485,0,15308.027082,21675.79280809,0,20673.29754148,17805.37705577,98.201271
Abr21,173150.693548214,37568.88651305,26497.667967,33577.92768888,39.83472247,1974.12831,16697.6679779,206.96066465,0,4232.740804,11435.53396205,4.565876,3085.86031869,14093.314090272,4092.7664082,159.1960188,19483.642226252,2338.049877,2338.049877,1028607.746152,1028607.746152,2495.74727775,326.6813904,467.04354,94.58117785,52.759,779.498598,7776639.41611299,79154.68864,104097.3285877,1343784.40786612,818148.296233336,1603884.457059,229740.49,35490.17187372,41062.31374,0,2472352.54933528,0,112516.0358808,97409.3053777394,13486.4227733144,134707.817175,254815,254814.765370973,256891.165642154,43821.1280799812,11538.6548973201,9100.6325744193,16738.4698347642,2950.050618903,7160.7183405415,8312.7556719239,0,11472.0169312719,37536.8391553195,1821.6907045416,41114.706888033,7194.6254200382,50226.5867333362,300.3234270721,7601.966364688,21561.65077781,2000.6558345,2105.1347978,290.69758451,0,270.892924,1114.674919,0,1969.432319,3334.33797519,0,4485.05822945,5983.01839076,7.7478036,0,0,128983.6969326,48941.89693055,3037.432012,4969.83620562,0,384.205544,1171.6105893,0,16186.178851,19252.15011749,0,20160.41765911,14878.24265723,1.7263663
May21,195998.597550548,42655.6182574,28788.062048,31402.2415324,52.43153841,1858.6218,22175.40162942,200.53964604,0,4883.473096,19795.80463881,0,2942.04115982,14653.891603157,5842.19270522,221.964308,20526.313587871,2269.7582,2269.7582,1060568.497,1060568.497,2529.90483506,115.197028,516.443044,63.5677,358.4896398,797.5628064,7784218.33021525,87675.7931,82552.56807654,1381772.95523211,845196.865592343,1442152.941729,379479.640864,44597.7520355,35451.2446345,0,2646815.13539861,0,101577.8614878,104968.445004826,10295.14932,164347.46699,258443.20051003,193892.31024,283147.892742543,51725.8543474833,12639.0026309913,7883.4682997408,16689.7426242222,2690.8385193355,6471.6616223342,12816.5837888289,0,13053.1017067126,47561.7323696189,1886.7129589348,34767.1867033729,7596.2099285243,59602.7842869517,0,7763.0129554912,22774.17278389,2048.8738562,2406.4478005,438.2690689,0,280.9087373,1470.1944507,0,1904.807043,3628.85513699,0,4292.66340548,6303.15328482,0,0,0,142496.30630705,59388.7547909,3668.4647491,4841.96011394,0,386.2521709,1323.9211424,0,13222.359379,23001.34650131,0,21177.58653834,15485.66092116,0
Jun21,182705.301270452,37455.2549406,24963.762985,33214.3879222,47.13692752,2092.803615,20845.69654285,197.4421024,0,3348.241503,20439.97963051,6.409442,2848.56053924,14346.676064232,4631.35392088,64.6047285,18202.99040652,2236.250887,2236.250887,1123560.160602,1123560.160602,2446.89046758,123.7519998,681.21281706,67.2672,329.8587135,620.6139,8288597.41824337,63328.29602,40609.4514,1485328.43479809,830768.280568088,1796515.920357,464375.779462,42325.2058643178,25039.4364169,0,2601865.06854794,0,72330.355493,119349.713033086,10086.7689,153100.10937,331880.287362975,230241.31065,282824.477654104,58778.3749484157,8214.9982730847,7470.1136347446,16120.5192612141,2675.4269309739,8576.8949952689,9100.6345819687,0,8746.5795803548,50941.6372676526,2272.3508971103,44282.2874357125,6379.2495183888,52320.9128014375,363.4505271903,6581.0470005871,21573.5532745,1905.4661825,2236.7812059,474.95366124,0,92.9635562,1275.6736757,0,1484.448476,3617.4265026,0,3985.35127904,6394.33376652,106.1549688,0,0,130196.55342096,46830.1851623,3199.1557563,4887.10697392,0,63.6546066,1400.9920659,0,12188.448342,22850.4162304,0,22231.75101641,16441.36383193,103.4794352
Jul21,190296.401938758,36283.43292448,26201.593959,32080.9443918,59.17521366,2269.373628,17395.7565484,184.65424725,0,12835.1287008,19819.28996469,0,3182.32740519,15206.054587676,4416.18619913,150.2005323,20212.283636382,2354.527871,2354.527871,1179130.980017,1179130.980017,2614.28176332,83.4951202,660.34035908,137.0325,318.6161262,880.4705736,8144536.84580922,68288.89122,65365.6867044,1604293.08082922,853049.795417509,1690284.11944,295733.014593,27833.916246814,41555.0451514,0,2582913.707682,0,128023.2784744,136836.885333506,12798.17469,133876.912888,276576.284784574,222079.0523544,282440.050641478,59793.4101318227,8137.6016328851,8349.6032668835,19776.8746068905,2581.0933288776,8245.4818766357,10794.1400561222,0,12804.5819053674,47643.8781447957,2120.8551402449,37226.5229511551,6880.8850482611,49939.5680896551,474.6025706356,7670.9518912454,22153.19020331,2055.502562,1980.9190952,390.30150182,0,355.6292737,1292.0585501,0,1328.842913,3685.29247451,0,3817.06703251,6774.03982017,473.5369803,0,0,120078.03339982,40191.1669605,3030.7592654,5467.54453238,0,524.4900593,1359.6499324,0,10718.687092,21728.67457964,0,19695.5440651,17261.6708763,99.8460368
Ago21,202942.206498244,40600.55378144,27136.583047,39487.3010514,50.2165536,2451.902442,19837.52182152,158.88755277,0,7459.90157984,23427.4548940225,12.863674,3354.49136619,15087.293945222,4467.8134661271,219.687727,19189.733596112,2329.216878,2329.216878,1136290.188712,1136290.188712,3087.68545619,927.7280376,522.7026,115.3563008,79.5697,329.9495199,7984807.79040739,62604.98982,70717.2526043,1599888.68082129,876584.854275016,1588859.071148,376390.047772,32490.2870807004,45500.7252,0,2395528.47011839,0,115636.9603432,141540.670999965,12576.4317,156524.17291035,274578.923514202,213325.2521,296499.387299125,61868.3522663824,7044.5444802401,9085.1930777726,19902.7798696566,2514.2443828297,8937.4461806098,9216.8181596994,0,12797.0885248926,51938.4205516355,1904.1337291088,49723.794843099,8475.3662957338,45663.1255928731,24.4684337836,7403.610910808,23287.3818935974,1942.7863969,2066.4088382,383.5065144,0,272.279018,1483.5490979,0,1674.214167,3624.5408251297,0,4820.96196293,7019.1350731377,0,0,0,129505.910572404,50412.91379366,3888.0404602,5190.6934688,0,467.996798,1337.7832305,0,12857.549826,24045.0789899723,0,14660.27037288,16645.5836323915,0
Sep21,202681.39710352,37241.10970704,26769.830632,35993.0590117,54.53881738,2656.570488,22185.4523472,171.38337868,0,14854.7174336035,20976.148406604,0.389674,3127.35897373,15475.775387109,4307.591635528,95.9759225,18771.495288446,2281.0125,2281.0125,836295.886524,836295.886524,3478.803693,224.6218569,965.4678826,191.7879,398.253723,1219.9985424,8651170.64678838,44877.42038,63163.23504781,1635379.76993754,867995.623952881,2061597.057245,380906.49206,31694.9098196594,35722.46212,0,2530071.968197,0,97416.5211765,134399.222000398,13785.9187282984,174286.757748,361398.510191191,213087.7781841,276645.110066178,60572.8319695004,4024.5246165682,10074.2124245499,20236.6504433591,2979.1305211443,9613.795962023,11329.7680471475,0,18615.987484836,44356.5864218022,2230.9372430702,22979.5152209169,7489.6054356713,54469.5223185939,729.2552775165,6942.7866794786,21730.224948198,2034.6856364,1833.7557762,403.70788462,0,286.614278,1430.6486423,0,1608.560444,3441.81852632,0,3131.17659656,6966.033284298,593.2238795,0,0,129524.627792809,54287.19577972,2998.3858068,5588.65044954,0,465.669406,1190.1277773,0,14611.016276,20053.320124157,0,12680.98946208,17519.932888912,129.3398223
Oct21,214599.810520643,46281.8761887,26761.704008,35945.5300802,50.36666038,2601.561795,22804.5424582,122.72846276,0,17520.177842066,23191.586226235,0,2873.88468708,13082.882879024,4763.784392858,24.4588896,18574.72595054,1975.6666,1975.6666,1199606.357129,1199606.357129,2920.349821,121.9301424,848.85380792,166.19433,327.8696463,905.0072064,8369529.28195485,56922.22602,58040.268984,1574729.02637127,937251.603094258,1663495.96331,412066.86364,41892.4287792704,46453.3528,0,2545406.28194816,0,129511.2883804,131078.009999964,10971.4675733853,141498.049655,5751.9999999942,420746.202539151,269436.157767712,61727.1027771008,5259.8242989633,10070.957536465,23471.1776581453,2460.4728255027,9995.5646502738,3174.9786577006,0,19262.9356731884,50626.37273686,1680.8814633932,26836.2906741488,5824.3945744527,41565.036665505,507.7297201829,6972.4378558297,21629.303282976,1846.2203988,2421.5743479,376.1617063,0,350.04075,1202.8314132,0,1583.707896,3643.016890438,0,3295.63895138,6742.283162558,167.8277664,0,0,121049.240162494,45714.9359458,3483.8774997,4424.561498,0,515.869505,893.0546461,0,12610.876886,23632.766033409,0,13248.26396896,16410.819390725,114.2147888
Nov21,195115.420966073,30897.0534614,26518.447886,36724.27350546,51.63392532,2546.90711,21816.27363555,173.78604894,0,14438.8165414,24934.877403776,0,2921.35595548,14887.219429138,4443.861560961,210.156584,14550.757918648,2169.86107,2169.86107,998487.470907,998487.470907,3207.78807254,151.1006398,935.5429239,218.3238,353.5258194,1035.3634694,8596380.34884879,43787.98,68417.34381615,1617815.57985066,794893.687725921,2033621.448108,494383.096853,44151.4958242832,37187.1708,0,2549708.9478381,0,126619.1322769,127139.065055478,11583.0950922608,199352.848096,272685.679129044,169251.778383,271828.080719228,51080.4877937581,7643.5790625874,10684.4063486023,19790.9722976451,2621.1126224547,10450.1983413016,10142.6926983195,0,21985.6159069342,46950.2616411112,1677.8968515928,21112.1098669431,6885.4852075597,55415.3884086145,18.7700525913,5369.1036192123,22756.368984037,2104.0096632,2572.9702545,342.93449909,0,339.39005,1527.8504543,0,1916.039581,3297.047162146,0,3276.16878556,7379.958534241,0,0,0,112332.667550969,38119.80508644,3415.166701,4600.17682298,0,586.393642,1190.3713139,0,11559.432493,21976.716753155,0,14068.2127107,16816.392027794,0
Dic21,210105.66051,44777.786865,12066.681498,40578.926719,59.715309,2786.08246,23840.033688,151.296103,0,15563.851696,28116.823995,0,2688.522586,15233.189054,5212.972273,208.79183,18820.986434,2606.3128,2606.3128,754595.651578,754595.651578,3257.414744,370.352808,1023.796525,144.1088,371.132885,1108.174599,8151936.322829,54291.51602,56322.768016,1689932.682784,949013.140828,1901663.750936,326673.65703,42316.628033,45771.78844,0,2348515.19341,0,98119.31777,97982.5701,11842.7102,170861.709036,186738.641766,166200.24846,295230.280135,60675.449625,7148.737535,9846.947234,23255.26211,2628.378565,10266.894283,11383.173243,0,18437.744622,50934.942971,1821.201807,27952.514712,7385.406722,56638.353005,27.164781,6828.10892,22194.819599,1769.809881,2395.150761,380.893508,0,336.831631,1371.742136,0,1310.516139,3982.595944,0,3294.136075,7353.143524,0,0,0,126149.191015,48646.818328,3470.892863,5963.724251,0,642.258912,1110.490029,0,9946.979657,26802.310944,0,13070.084878,16495.631153,0
Ene22,199254.542312989,39779.4643029,26074.773475,38567.4167249,46.87555968,2288.49972,21366.05456419,155.52626948,0,14855.01391246,16886.436841341,0,2800.2546242,13384.575431507,4684.590237989,0,18365.060649342,2410.111583,2410.111583,795347.81822,795347.81822,2733.35220916,155.7365121,885.391224,97.852417,344.6033085,909.2208528,7915893.971371,49125.301,42607.7243678,1598243.10866869,838149.187190586,1698076.707186,373345.485582,46230.5606736,50369.896,0,2357068.79631712,0,88577.1080028,124197.526032735,9908.20797,182580.8784557,277423.038003975,174300.44592,254325.676666964,54550.8944560212,6598.0735611217,9763.51860370424,19478.4195376133,2297.8841720925,10380.89819665,10253.3227805294,0,15753.4189826737,40614.9413418928,1726.667742589,18765.4229991163,6179.8143275276,49616.6366055575,1659.8062282851,6685.9571315894,20567.65792741,1768.1503585,2448.9307771,268.3910821,0,311.051891,1184.7306183,0,977.837851,3476.135565533,0,2583.55274237,7076.750771407,472.1262701,0,0,106480.230231721,40110.901511,3385.0371115,3780.9651823,0,557.6536971,933.9539388,0,7047.849563,22536.734545114,0,12111.92151879,15834.958380217,180.2547839
Feb22,172334.009126813,33882.49856144,18069.846184,35472.9423144,58.6201923,2018.593259,18185.07070908,143.6861152,0,12388.03892892,17963.549458992,0,2695.93468996,11722.082493923,4431.085600407,121.116456,15180.944163191,2043.153607,2043.153607,874253.24297,874253.24297,2759.9678264,158.5129416,1059.389631,106.392299,279.7668342,806.6639101,7092976.06958106,49417.1135,45773.16819378,1392340.08363834,759788.876224443,1456404.102214,192326.148676,41931.07125508,35912.65832,0,2336378.61481348,0,92142.259555,101357.794999967,8225.02548,160585.859866,232511.954944975,182289.3379,242848.523015372,51490.2982828806,5047.9507333236,8344.51165997985,17246.6109517118,1795.1479344042,8418.1210054437,10526.2328121466,0,17058.5360860167,40483.3506014139,1613.1488384221,23177.8991536908,7077.8772768747,45059.5808877882,129.3582308104,5379.8985604652,20548.904737805,1746.834818,2163.3824446,334.8925143,0,314.8976343,1281.36163995,0,2099.583376,3142.038714367,0,2263.73764878,7165.086234108,37.0897134,0,0,116883.977679442,52160.34903708,2806.0194475,4790.9997334,0,524.4564509,934.72530958,0,11418.170023,19781.118292387,0,8563.37333891,15872.413680085,32.3523666
Mar22,182160.109545,42372.518541,24824.420307,38665.883898,65.887253,1852.269363,17140.727275,143.926948,0,14764.401498,17767.230273,0,2877.546016,0,4612.841751,187.64032,16884.816102,2365.722922,2365.722922,1130343.972296,1130343.972296,2783.097645,249.170288,1090.767839,130.553248,0,863.346739,7460048.721645,53807.9857,44995.66146,1355176.155476,812013.185975,1515575.97088,224850.564192,42957.458564,37670.10377,0,2565634.180329,0,69548.514925,98133.9950130001,0,159176.899766,289386.805995,185632.2396,241446.119808,58562.977156,7131.813443,8107.889503,17745.928576,2096.166526,9227.593014,10563.056334,0,18180.444975,36597.918264,1792.10438,15456.987438,0,50421.023935,19.058259,5543.158005,20469.649569,2064.124234,2285.881703,456.529499,0,359.353815,1352.658515,0,1694.027589,2965.310139,0,1873.704178,7418.059897,0,0,0,120875.102507,51859.470111,3005.630238,5214.064902,0,567.166244,904.342866,0,12102.533993,20001.494163,0,10045.124614,17175.275376,0
